F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
9.27,3,1.6,-11.22,-3,Medium,11.52,-2902.26,-17059.4,-158.86,12.13,27,6,UK,4333.62,777.99,1650.33
19.38,3,0.34,191.01,-7.23,High,5.61,-2794.02,-18268.2,-171.64,10.14,-13.98,2,UK,4175.58,642.12,2546.13
3.27,5,7.44,203.76,-3.2,Very low,0.89,-2902.56,-17842.72,-112.22,5.07,-8.1,6,Europe,3762.84,731.01,0
14.28,2,133.1,74.19,-3,Very low,3.1,-690.9,-12787.12,-168,4.78,-30.78,16,Rest,5459.31,776.46,1523.13
4.29,6,0,88.47,-5.29,Very low,8.15,-3471.12,-16567.29,-137.3,11.35,-28.2,12,Europe,4415.34,584.64,298.69
3.78,2,5.9,264.18,-5.75,Low,5.41,-3132.51,-8850.91,-303.34,9.25,-20.74,8,USA,5028.93,620.37,647.82
7.89,1,1.46,36.48,-4.3,Low,2.25,-4652.88,-13786.12,-205.66,13.08,-25.98,8,UK,4673.01,741.3,0
6.06,4,0.78,173.88,-5.05,Very low,1.58,-4167.18,-17224.46,-315.78,12.74,-25.2,6,UK,4131.18,708.03,0
21.39,4,1.08,204.18,-4.83,Very high,3.25,-2818.92,-12253.4,-168.16,9.13,-24.26,8,USA,4358.04,827.79,1133.97
13.95,4,0.02,188.01,-2.17,Very low,7.75,-3644.79,-15865.96,-147.1,4.65,-43.9,6,Europe,3394.71,694.56,2795.55
2.43,3,6.56,81.45,-4.47,Medium,4.86,-3749.01,-26420.96,-33.28,7.38,-35.32,14,UK,4425.3,536.58,385.39
10.59,4,0.04,252.93,-3.76,High,3.04,-2541.36,-19604.41,-216.24,9.31,-29.92,6,Rest,5361.24,738.39,1219.22
7.59,6,2.36,369.24,-0.93,Very low,3.29,-2485.35,-17959.44,-265.5,6.32,-32.56,8,USA,3091.89,673.2,998.85
3.6,4,36.22,232.17,-4.91,Very low,3.37,-2353.71,-15954.58,-238.62,13.82,-33.36,2,UK,5017.38,625.65,0
15.42,3,5.28,156.81,-1.83,Medium,0.6,-4063.68,-17110.76,-209.06,9.66,-26.34,16,USA,4538.58,586.89,389.91
28.53,3,0.02,-63.36,-6.51,Low,3.6,-3247.59,-14293.25,-84,6.52,-26.78,10,Rest,4952.7,588.54,260.01
8.91,6,41.48,225.75,-0.73,Medium,3.7,-2887.86,-15845.16,-190.6,7.15,-30.08,10,UK,4684.8,520.68,1310
7.74,3,0.08,82.05,-0.81,High,3.95,-3267.78,-10964.21,-192.98,9.49,-29.32,8,Rest,3392.61,790.17,900.14
8.52,3,0.52,174.18,-4.9,Low,7.62,-4353,-18835.22,-366.24,14.52,-49.36,8,USA,3837.12,691.05,512.48
6.69,7,0.3,171.45,0.81,High,1.45,-3288.39,-13594.64,-172.7,3.49,-27.22,6,USA,3413.01,496.44,94.21
4.26,2,183.66,115.77,-4.71,Very high,9.08,-3443.91,-15626.63,-24.1,8.4,-53.86,12,UK,3606,800.25,2770.51
14.55,4,0.04,129.75,-0.1,Low,3.15,-4683.81,-15442.43,-190.52,17.05,-29.76,12,Europe,3563.37,718.92,562.7
8.64,5,3.5,-109.77,-4.43,Medium,2.06,-1498.5,-20195.88,-282.96,5.41,-35.12,10,Europe,5023.32,715.41,0
9.81,3,61.36,30.57,-1.6,Medium,4.81,-4381.35,-14315.64,-211.52,2.8,-32.62,6,Rest,3663.45,1037.73,0
20.22,5,1.28,187.38,-2.39,Very high,2.4,-4712.88,-17695.85,-223.12,11.41,-35.34,6,Europe,4020,553.17,1082.19
18.48,4,809.4,48.75,-5.31,Low,3.57,-2239.92,-20297.71,-253.06,-1.4,-29.36,10,Rest,4959.87,682.47,614.14
19.44,3,0.02,239.16,1.83,Very high,3.7,-3435.09,-21410.87,-221.22,10.14,-33.24,4,USA,4177.65,748.41,1043.89
10.5,5,140.1,40.2,-4.93,High,3.83,-3947.25,-16048.37,-163.8,8.78,-15.04,8,Europe,3441.99,706.26,87.17
2.34,3,0.32,276.15,-6.49,Very low,3.67,-5040.15,-15367.89,-279.82,4.08,-29.76,6,USA,3695.16,779.61,99.59
29.97,7,7.08,198.9,-4.2,Very low,2.96,-3095.37,-21136.64,-172,7.21,-18.34,4,Rest,4113.93,882.12,737.1
7.17,2,2.12,147.33,-2.28,Very low,6.85,-4603.86,-15827.71,-118.3,2.53,-47,4,Europe,4299.18,1002.87,120.67
11.97,6,0.68,199.44,-4.49,Low,12.87,-4212.09,-21247.36,-190.86,3.36,-32.26,2,USA,4259.13,938.01,580.12
1.59,4,0,62.1,-4.45,Medium,9.93,-3317.64,-18357.31,-65.1,5.1,-29.18,6,USA,5155.26,691.83,181.32
1.14,5,226.74,-1.35,-0.27,Low,1.36,-2260.8,-21639.52,-270.22,14.89,-26.02,6,Rest,4700.1,614.07,0
15.87,6,134.92,105.9,-5.13,Low,1.93,-4416.87,-17450.04,-192.26,9.75,-17.3,12,Rest,3329.67,603.45,65.57
9.51,3,2.86,130.86,-1.79,Low,3.27,-2920.53,-9277.46,-234.92,11.28,-30.36,4,USA,3647.91,768.45,238.58
2.31,4,3.98,111.21,0.8,Medium,1.5,-3827.37,-16567.92,-141.08,9.94,-28.7,8,Europe,4334.13,659.31,0
0.81,5,3.74,107.01,-4.91,High,1.59,-3698.4,-12047.44,-329.88,9.34,-25.82,12,Europe,4808.67,636.09,0
12.51,4,0.02,186.99,-1.74,Low,1.45,-3696.03,-11400.47,-237.08,6.93,-41.24,4,USA,5627.97,643.32,0
4.74,4,4.24,111.12,-5.66,Medium,2.64,-5747.7,-18595.99,-199.18,4.78,-39.12,8,Europe,4118.73,965.91,0
3.15,6,0.02,207.45,-2.89,Very low,3.38,-1677.87,-23599.45,-265.22,7.76,-22.72,8,UK,5279.55,1001.49,86.74
2.07,3,1,106.47,-11.19,Low,8.37,-2697.84,-22564.35,-240.24,5.49,-22.52,10,Rest,3524.97,525.72,1398.87
20.97,7,879.04,52.71,-2.68,Very high,3.72,-3424.44,-15085.1,-113.52,7.7,-37.18,8,Europe,6339.9,711.54,0
17.07,2,0.14,-46.65,-3.67,Medium,5.24,-2872.08,-23032.91,-251.32,9.19,-26.84,4,Rest,4981.59,719.88,134.41
12.27,4,4.24,4.32,-2.63,Medium,4.22,-4071.12,-16345.57,-260.96,5.02,-16.28,8,UK,4975.74,596.4,0
4.59,1,31.12,232.2,-1.15,Low,10.96,-3110.7,-12420.97,-230.24,6.55,-9.04,8,UK,4326.84,550.2,2840.49
14.43,3,65.06,27.66,-3.51,Medium,2.43,-4453.95,-14011.49,-266.1,6.88,-23.48,12,UK,4993.47,648.54,0
13.74,2,0.64,230.19,0.77,Very high,5.5,-4257.06,-17696.09,-300.14,6.53,-25.84,6,UK,4188.54,856.56,2533.83
15.3,2,67.86,193.41,-4.1,Very low,1.98,-3067.74,-6177.79,-107.02,5.25,-29.2,6,USA,5104.83,709.56,233.1
26.25,4,261.92,314.01,-1.73,Very high,3.97,-3946.71,-17130.01,-96.1,6.72,-27.9,12,UK,4633.14,521.82,2904.53
10.41,3,117.6,219.12,-0.31,High,4.11,-3492.96,-17946.85,-174.6,5.48,-25.62,6,UK,4574.49,701.46,1760.14
14.76,0,89.1,216.12,-3.08,Medium,1.46,-3556.56,-15860.31,-235.9,6,-22.5,14,UK,5467.32,785.1,2253.52
9.36,1,3.06,141.15,-1.04,Low,7.55,-2599.11,-15367.45,-228.84,5.41,-27.68,8,Rest,4553.34,600.66,1657.03
6.03,3,3.18,80.34,-0.49,High,6.26,-4849.62,-25521.57,-117.9,13.11,-33.48,4,Europe,3278.55,718.95,211.1
6.78,5,0,93.66,-0,Very high,1.15,-4786.26,-14857.69,-181.62,7.71,-25.54,6,USA,3333.78,636.63,0
4.95,4,1.84,60.09,-3.88,Medium,7.39,-3781.68,-14117.87,-235.92,5.36,-11.4,2,Europe,3914.16,634.56,16.59
16.68,4,0.04,93.99,-6.01,Very low,0.98,-4043.28,-17017.2,-157.24,3.33,-28.82,12,Rest,2929.11,678.39,345.06
1.53,4,0.06,110.58,-5.46,High,0.66,-3060.24,-16880.21,-258,4.49,-41.04,6,USA,3718.35,736.41,16.87
9.36,1,0.02,136.8,-5.46,Medium,5.54,-4549.14,-21372.99,-199.94,6.13,-4.76,8,Rest,3277.5,871.89,1174.1
13.02,4,5.76,191.7,-5.39,Medium,4.24,-4960.71,-17116.79,-174.18,8.94,-31.84,12,USA,5368.35,788.67,184.2
6.03,6,0.04,225.69,-2.1,High,0.04,-2448.3,-17433.99,-214.52,8.15,-28.52,6,Europe,2556.18,603.9,1929.85
15.42,5,0.54,201.51,-4.58,Medium,3.39,-3157.62,-13931.73,-158.34,3.16,-21.12,20,Europe,4075.74,634.5,3614.08
27.99,7,6.12,165.72,-7.1,High,1.48,-3517.65,-15243.05,-319.66,10.18,-25.68,2,Rest,5729.01,884.19,0
7.23,6,0.06,24.9,-2.62,Very low,5.94,-3652.41,-13548.22,-241.42,5.9,-26.14,8,USA,4136.82,723.84,0
7.92,6,0.12,206.13,-7.35,Very high,2.98,-2701.29,-12621.77,-308.32,5.54,-24.38,6,Europe,4578.21,790.8,1498.98
7.68,1,4.6,192.54,-1.25,Very high,2.1,-3278.88,-18573.3,-142.48,3.41,-26.7,4,Europe,3389.94,777.27,2905.21
18.78,4,0.08,79.17,-0.33,Medium,3.1,-3218.22,-17960.31,-185.92,5.49,-18.92,18,UK,3356.7,782.64,2439.73
2.34,4,46.6,205.5,-2.34,Low,2.96,-2815.38,-12260.39,-120.12,6.82,-28.06,4,Europe,4540.89,736.68,140.26
15.39,3,0.22,39.39,-3.33,Very low,0.96,-3110.43,-6924.83,-168.84,7.54,-26.92,12,UK,4237.68,883.95,0
13.8,3,36.1,296.43,-5.59,Low,2.76,-2678.52,-19624.93,-219.98,11.09,-28.18,4,USA,3227.82,539.49,998.85
24,6,20.02,23.37,-0.88,Medium,2.06,-1199.25,-20021.45,-154.02,5.6,-29.94,2,Europe,4591.86,719.04,311.36
4.95,1,113.56,197.37,-4.89,Low,1.83,-2230.86,-21523.01,-218.72,4.61,-18.3,4,UK,3589.56,529.83,1602.1
14.31,2,0.42,78.87,-0.08,Medium,12.57,-2724.33,-11769.12,-170.94,4.49,-34.44,8,Rest,3362.85,658.23,2629.34
39.84,7,32.36,178.59,-5.83,Medium,2.84,-1308.93,-15981.67,-237.42,10.12,-29.12,6,Europe,3906.78,669.6,3721.82
11.97,3,3.64,-78.78,0.16,Very low,10.71,-5948.97,-21970.95,-192.52,5.9,-39.02,14,UK,6342.6,807.9,0
17.55,5,0.64,127.92,-5.74,Low,2.16,-3296.01,-20243.32,-37.06,5.08,-48.6,4,USA,3476.37,727.23,138.26
35.13,5,10.82,127.2,-7.75,Very high,0.62,-4336.83,-20577.9,-109.1,11.71,-35.32,8,Europe,5352.33,541.02,857.15
3.57,4,4.16,149.34,-1.62,Very low,1.63,-3718.86,-24153.38,-223.5,8.23,-25.22,6,Rest,3416.25,760.41,0
15.84,4,4.26,301.5,-5.92,Low,2.84,-2767.5,-5492.95,-132.28,7.87,-27.8,10,UK,5105.55,875.34,2364.4
15.3,3,0.16,254.52,-5.74,Medium,1.96,-3271.08,-19915.84,-235.12,6.5,-34,6,USA,6118.35,729.93,324.59
1.23,3,0.02,194.97,-1.46,High,6.09,-2509.62,-16675.63,-159.78,14.12,-29.96,10,UK,5429.76,688.65,2137.38
1.35,7,1.84,89.82,-0.4,Low,4.07,-3659.94,-16047.41,-179.6,9.83,-24.64,8,Europe,4769.7,631.29,0
7.62,3,4.54,121.05,-1.31,Very high,2.65,-2909.22,-16917.32,-219.76,10.01,-27.5,10,Rest,4825.65,677.76,908.87
5.67,2,3.22,180.24,-2.27,Very high,8.39,-3129.33,-15884.35,-63.98,5.85,-27.26,12,Rest,5119.5,929.55,2121.36
7.05,2,0,210.93,1.67,Low,13.73,-3651.9,-31518.46,-276.06,8.37,-28.3,4,USA,5209.92,672.48,1068.12
15.72,5,2.06,153.75,-4.17,Very low,3.55,-4136.07,-17273.6,-174.14,8.39,-20.38,6,UK,3814.17,719.7,0
22.35,2,78.5,123.21,-4.97,Medium,1.06,-4690.95,-20905.31,-145.9,9.37,-40.42,6,USA,3654.6,794.91,204.91
10.44,4,7.62,101.67,1.61,Medium,4.88,-2012.1,-13646.4,-205.84,7.82,-28.2,10,Europe,4780.5,892.44,2171.7
3.99,1,3294.36,121.14,-4.92,Very low,1.83,-1319.97,-15927.21,-115.84,9.05,-26.98,6,Rest,3508.47,524.85,928.76
14.04,5,0.92,100.56,-10.64,Very low,3.29,-4156.02,-19558.06,-206.08,8.43,-46.5,10,UK,3557.52,658.68,0
21.6,2,206.12,146.16,-6.56,Very high,4.38,-4143.36,-16220.69,-147.28,1.65,-29.88,2,Rest,3299.13,654.96,1444.47
7.02,5,6.4,107.19,-2.58,Medium,1.6,-3899.04,-5889.77,-150.62,14.9,-41.24,10,USA,1586.55,573.15,266.29
5.37,4,2.68,114.09,-6.73,Medium,0.61,-1870.08,-13193.31,-113.52,6.67,-27.98,10,Europe,4758.48,708.33,386.66
4.35,2,6.38,127.68,-1.34,Very low,8.28,-1661.64,-27107.93,-200.14,6.51,-26.42,10,Rest,4374.81,701.88,1709.64
17.49,3,0.3,83.79,-3.04,Low,2.71,-3515.52,-15629.8,-142.42,9.46,-25.6,8,USA,4073.49,754.23,207.06
10.02,4,0.02,50.7,-2.35,Medium,11.96,-3275.94,-16135.89,-242.92,4.86,-22.96,8,USA,4212.12,645.78,763.44
9.33,2,0.22,36.39,-6.83,Very high,2.27,-5187.33,-15098.07,-195.94,10.28,-19.14,4,Rest,4205.55,926.22,0
9.99,3,73.04,93.93,1.3,High,1.55,-2408.7,-11955.23,-314.7,4.96,-47.36,6,UK,4407.57,549.96,457.69
13.53,1,0.04,66.93,-10.94,Medium,2.39,-2681.58,-7394.31,46.72,7.42,-29.04,10,UK,2433.9,727.92,2433.17
21.66,3,1.16,-50.82,-0.36,Very high,3.82,-3126.96,-17455.67,-208.56,7.83,-23.84,6,UK,6498.99,635.55,0
10.35,4,6.8,287.64,-3.02,Very low,6.21,-3190.23,-10031.18,-65.18,8.78,-49.44,8,Europe,3430.83,724.35,3466.18
5.01,3,77.04,197.16,-11.23,Medium,3.96,-4598.88,-5152.6,-117.88,6.85,-12.7,6,Europe,3908.52,775.65,343.95
6.87,1,0.22,25.68,-2.92,Low,3.24,-3495.93,-17064.41,-246.02,12.6,-25.66,12,Europe,3285.81,781.02,789.74
15.03,2,0.36,67.2,-1.36,Medium,1.63,-2836.83,-13813.4,-214.46,7.1,-45.44,8,Europe,3134.43,586.44,1842.27
17.43,8,0.02,127.86,-1.43,Very high,1.92,-4295.07,-17519.96,-156.02,5.6,-24.34,6,Europe,3635.28,775.86,45.78
5.91,5,5.74,30.66,-2.52,Medium,5.1,-3855.51,-12476.58,-181,0.89,-28.9,10,Rest,4564.44,730.5,0
0.87,5,0.06,67.71,-6.51,High,3.13,-2483.52,-10119.17,-283.16,10.65,-21.42,6,USA,4270.62,787.2,19.96
19.65,5,0.04,7.02,1.14,Low,5.52,-3942.99,-20675.75,-198.96,7.18,-30.28,4,Rest,3703.44,484.38,0
4.71,3,0,14.73,-4.92,Very high,3.49,-4449.87,-36720.26,-248.1,10.47,-27.34,8,Rest,6119.31,636.51,0
17.4,2,10.96,171.99,-7,Low,7.18,-3636.96,-22653.21,-203.24,10.72,-29.16,6,UK,4091.43,652.35,2343.38
12.03,2,0,182.13,-2.38,Very low,3.17,-3636.42,-17894.1,-220.04,12.87,-29.2,10,UK,4949.34,649.32,794.17
18.12,4,1.7,158.64,-9.33,Very low,4.89,-3214.53,-11066.53,-118.66,4.42,-24.64,8,USA,4438.29,571.89,423.69
37.59,3,0.1,64.47,2.11,Very high,2.62,-3960.72,-10496.85,-191.76,10,-19.7,4,Rest,4644.75,745.5,1117.57
10.8,4,0.48,316.08,-1.1,Very low,3.92,-6385.5,-22131.92,-313.1,11.02,-28.1,4,Europe,5244.99,644.07,0
3.42,4,0.44,226.05,-8.18,Low,2.16,-2655.48,-19355.46,-105.9,2.62,-19.82,4,USA,3699.81,646.77,261.65
7.83,4,2.4,46.44,-6.09,Medium,9.73,-3817.65,-15731.24,-118.44,7.92,-20.64,0,Europe,4201.71,725.52,128.47
5.67,4,0.1,53.73,-6.89,Very low,1.42,-2657.19,-20121.29,-127.48,14.4,-23.38,10,UK,3669.99,717.84,0
10.74,4,82.46,197.01,-6.2,Very high,0.7,-2161.62,-17971.98,-166.84,5.67,-26.8,4,UK,3475.95,515.64,1993.53
16.47,4,45.1,134.52,-3.87,Medium,4.61,-4090.8,-14530.98,-185.92,7.23,-23.28,6,USA,4317.66,1098.93,236.97
30.09,3,3.66,140.13,-9.47,Very high,5.12,-4132.65,-10491.08,-217.8,7.8,-44.66,8,Rest,4079.79,855.27,1949.75
30.72,9,79.58,-28.71,-0.07,Low,5.91,-5500.35,-15973.75,-270.84,7.53,-31.4,12,Europe,4390.05,585.87,0
18.63,7,0,86.37,-7.44,Low,6.37,-2832.45,-12892.37,-192.58,6.74,-11.02,6,UK,5785.2,776.07,0
6.36,7,0.1,90.09,0.58,Medium,0.67,-3971.52,-15438.17,-166.42,12,-13.62,14,Europe,5031.48,714.39,0
7.44,4,0.84,230.16,-5.24,Low,2.47,-778.29,-18434.75,-193.08,8.69,-21.44,12,Rest,2983.59,525.57,2350.35
7.71,5,9.7,190.38,-2.42,Low,6.08,-2692.23,-15000.92,-200.24,10.5,-26.68,6,UK,4422.24,611.16,1234.98
3.87,4,2.02,159.66,-8.39,Medium,0.58,-2866.5,-13452.07,-95.78,7.65,-29.16,8,UK,3543.99,410.88,182.33
14.7,1,0.2,237.57,-1.44,Low,0.34,-3723.03,-15267.82,-146.9,10.43,-27.28,14,Rest,4605.15,695.64,1329.66
9.96,2,1.44,87.54,-8.71,High,3.37,-3864.57,-16775.54,-110.68,10.5,-29.24,14,Rest,3941.13,580.11,1091.55
7.08,1,12.2,164.19,-4.07,Very high,6.08,-3810.63,-13008.61,-185.78,7.55,-10.3,8,USA,4197.45,759.12,895.12
0.36,3,1530.58,154.23,-3.09,Very high,6.27,-4265.97,-15332.02,-342.86,8.96,-30.64,4,UK,3292.95,534.9,1022.1
21.66,6,156.04,153.45,-1.98,High,1.65,-1875.03,-13332.42,-156.2,11.56,-30.86,10,Europe,4744.8,611.88,2720.59
2.04,2,0.12,-20.31,-3.92,Very low,8.45,-2681.73,-24090.71,-44.56,7.06,-36.08,6,UK,4890.96,629.82,0
5.85,1,14.2,112.14,-7.01,High,6.54,-3562.77,-10927.68,-220.92,7.24,-27.74,18,USA,3561.72,633.09,1323.82
4.77,7,9.56,21.42,-2.59,Very low,9.38,-3316.59,-14949.9,-64.8,5.09,-28.18,4,UK,3514.65,722.97,0
1.08,6,0.1,198.12,-6.49,Very high,7.08,-1604.73,-12572.19,-208.58,7.24,-26.76,10,USA,3808.53,684.72,1267.34
70.17,1,0,240,-7.37,Medium,1.23,-1954.92,-11696.6,-227.08,7.14,-31.5,14,USA,3818.73,848.22,3960.01
14.13,3,1.22,90.6,-4.66,Low,3.04,-3669.12,-23031.21,-235.68,7.3,-22.22,4,USA,3723.63,684.27,80.5
25.2,3,0.4,250.26,-8.58,Very high,6.28,-3998.13,-18539.79,-133,10.99,-30.38,2,UK,4302.33,985.89,2757.3
10.65,3,2.7,-7.68,-7.66,Low,4.18,-3128.61,-18465.79,-194.36,6.73,-20.06,12,Rest,4927.02,840.51,47.55
6,6,0.2,49.83,-6.58,High,5.23,-2783.01,-18265.59,-273.36,13.53,-23.38,12,Rest,3976.2,739.68,668.66
15.69,3,0.18,183.27,-3.94,Medium,7.83,-2787.54,-19207.22,-255.14,4.91,-31.28,12,Rest,4269.6,763.44,2391.99
0.93,2,8.08,130.35,-4.78,Very low,2.44,-1935.54,-16892.17,-99.96,10.24,-23.94,8,Europe,5040.03,778.77,204.7
9.9,1,1.42,207.78,-4.8,Very high,4.81,-2523.24,-17693.73,-173.04,5.19,-13.1,6,Europe,3438.24,680.97,3746.13
1.2,1,160.86,94.35,-4.55,High,0.24,-3087.63,-17758.59,-181.92,10.69,-29.14,8,Europe,5338.47,519.21,0
7.02,3,0.14,50.55,-5.78,Low,4.55,-2722.05,-15630.61,-216.46,4.98,-25.24,6,USA,5095.41,583.11,11.09
11.01,5,0.18,185.61,-4.93,Low,7.55,-3843.87,-18145.63,-165.5,6.55,-50.98,2,UK,5240.7,1031.01,0
24.36,3,301.34,145.92,-0.94,Very low,5.86,-2898.18,-13879.79,-123.48,9.97,-27.6,6,UK,4180.5,653.61,2184.74
6.75,3,0.12,185.64,-3.65,Medium,1.52,-3745.32,-14364.25,-123.36,8.33,-28.24,10,Rest,4152.45,667.95,604.38
9.48,6,77.48,127.41,-1.2,Low,1.04,-3032.94,-17561.9,-91.86,3.36,-22.1,8,UK,4026.3,762.69,0
7.92,9,0.02,72.15,-10.91,High,2.5,-2635.8,-16050.73,-164.9,12.7,-30.82,2,Rest,5061.81,987.33,0
5.91,6,0.12,216.54,-2.15,Very high,0.53,-3289.32,-15652.19,-105.16,7,-27.96,10,UK,3838.71,710.04,971.15
12.69,4,23.54,209.64,-5.54,High,0.83,-3696.03,-15677.63,-299.46,7.33,-31.38,12,UK,1964.58,623.88,2511.1
4.92,6,2.54,142.62,-9.22,Very high,4.3,-3999.63,-14158.94,-204.24,12.13,-39.38,10,UK,3894.72,948.57,492.5
7.11,3,0.12,70.71,-2.92,Very high,2.89,-2768.04,-15405.57,-310.92,7.53,-6.56,6,USA,3434.64,623.31,409.9
8.61,3,43.9,207.48,-3.87,High,3.86,-3204.03,-12904.68,-174.66,4.11,-29.12,12,Europe,4316.7,760.62,3248.36
66.48,7,0.42,199.62,-2.2,Very low,1.87,-3746.4,-17067.02,-195.42,11.6,-27.24,2,Europe,3509.43,714.42,3591.35
24.57,4,0.02,61.98,-2.26,Very low,4.97,-3858.63,-13237.92,-199.68,8.92,-22.38,0,USA,4831.83,761.07,0
2.58,4,371.74,71.31,-4.68,Medium,4.99,-4260.99,-21485.98,-191.06,10.61,-20.26,2,UK,4373.76,804.45,0
17.37,2,6.5,223.89,-2.66,Very high,4.65,-2536.23,-16263.88,-190.42,9.65,-39.14,6,Europe,4441.56,562.65,3729.17
15.66,3,3.28,169.2,-5.99,High,1.62,-2997.93,-11715.07,-187.7,3.91,-29.7,10,USA,3019.53,692.1,957.84
3.63,1,3.96,183.6,-1.91,Low,6.81,-3822.66,-10491.83,-264.68,4.76,-23.94,12,Europe,3759.6,705.9,3226.37
8.49,4,53.82,244.89,-2.41,Medium,4.81,-3362.55,-14295.65,-179.32,10.39,-34.18,2,UK,4221.3,732.87,1187.77
5.49,6,4.12,19.8,-1.59,Very low,1.96,-2068.68,-15100.1,-150.36,5.12,-27.32,4,USA,4596.93,1074.99,0
1.68,2,13.56,105.78,-2.36,Low,2.42,-3038.13,-12590.69,-79.52,9.7,-23.26,4,USA,4752.45,1015.77,0
8.31,0,2.24,167.34,-4.54,Very high,4.46,-2896.5,-15886.43,-279.86,-0.77,-27.04,4,Rest,4881.78,755.01,1486.25
7.41,5,0.04,100.44,-6.07,Very low,4.09,-4937.88,-18836.57,-230.46,11.3,-20.6,6,USA,4227.33,736.89,0
17.46,3,0.06,187.74,-0.06,Very low,1.31,-4105.47,-15334.6,-163.64,2.05,-18.22,8,Europe,5188.02,610.08,54.68
15.75,1,0.56,149.49,-3.21,Very low,4.35,-3793.44,-15771.12,-177.62,10.25,-23.6,10,UK,5593.56,796.02,779.08
12.42,1,0.28,99.9,-3.8,Medium,3.1,-4164.57,-15633.89,-241.76,10.16,-19.92,2,UK,4974.57,494.82,0
2.82,6,0.66,293.07,-7.32,Very low,3.39,-4016.97,-21820.07,-269.18,4.77,-19.06,8,Rest,3903.3,763.17,309.24
11.52,5,0.14,112.02,-2.67,Very low,3.87,-5425.95,-16064.28,-171.22,8.28,-27.8,0,USA,5086.08,741.45,0
9.03,3,19.86,-44.67,0.77,High,0.42,-3303.36,-18460.83,-146.82,7.99,-22.16,8,Europe,4299.69,794.19,0
5.97,10,0.08,11.07,-0.67,High,2.39,-3205.29,-12752.65,-152.32,13.8,-52.98,6,USA,4504.77,749.43,0
35.88,2,0.32,101.37,0.82,High,4.3,-2039.64,-18931.3,-241.42,10.95,-33.06,10,UK,4415.64,711.3,2927.46
23.1,6,0.16,106.89,-3.49,Low,0.63,-2642.91,-16569.16,-179.48,7.66,-39.96,16,Rest,3652.83,849.75,1115.22
13.47,4,0,43.32,-3.18,Very high,8.05,-2865.18,-18086.37,-207,6.29,-34.32,6,USA,2241.45,527.22,1146.57
3.84,5,4.08,243.18,-1.72,Medium,7.33,-3729.81,-18158.82,-198.62,3.02,-41.24,8,UK,2748.96,398.13,2430.46
18.69,2,0.84,229.59,-8.59,Very low,4.77,-5118.24,-20322.29,-73.12,12.01,-22.46,6,Europe,5519.82,641.22,357.9
5.67,5,0.14,255.48,-6.67,Medium,6.62,-3424.29,-20862.06,-218.12,8.94,-17.54,8,UK,4701.09,645.66,1870.88
16.74,2,3.94,-11.76,-2.56,Medium,4.55,-2742.12,-17656.99,-125.32,1.32,-33.48,8,USA,4145.04,728.79,360.45
20.1,3,0.36,165.51,-4.44,High,12.94,-5140.83,-28162.9,-105,5.01,-36.64,12,USA,2279.88,747.15,2131.02
9.18,3,26.1,183.96,-2.94,Medium,1.93,-1349.49,-5064.59,-129.86,10.09,-33.4,8,Europe,4726.05,581.01,2808.51
18.36,5,300.78,190.14,-2.28,Low,4.87,-1810.89,-19940.79,-153,7.51,-9.82,6,USA,6819.9,544.71,343.14
19.89,1,0.28,319.65,-3.43,Low,4.22,-3038.82,-16890.05,-227.32,9.18,-27.62,8,Europe,6329.22,710.85,3554.53
12.81,4,149.24,116.46,-3.44,Very high,10.76,-3989.37,-14982.69,-222.88,12.99,-2.86,12,Europe,4721.88,727.68,3546.01
12.96,4,1.24,96.69,-5.34,High,4.25,-2830.86,-16539.18,-200.5,1.57,-25.68,6,Rest,4990.86,695.37,614.88
3.12,7,1.4,69.54,-0.49,Low,1.86,-2017.35,-18674.97,-174.78,9.35,-27.28,12,Rest,5345.76,704.55,0
10.29,7,0.02,111.27,-0.88,Low,8.18,-2639.52,-17343.12,-49.96,5.22,-28,6,USA,3541.02,636.45,427.82
20.79,8,25.2,-0.57,-4.8,Very low,8.55,-3080.34,-13705.91,-233.72,10.25,-30.16,10,Europe,5060.79,751.11,31.81
10.5,2,6,127.62,-3.78,High,5.41,-2988.9,-13636.83,-172,8.77,-37.5,16,Europe,4840.56,871.44,3513.19
4.29,5,2167.48,154.89,-0.39,High,4.37,-2886.87,-14692.74,-179.58,8.13,-41.14,8,Europe,5305.77,722.94,396.9
8.55,4,0.24,17.58,-0.48,Very high,0.49,-4113.3,-15242.6,-198.62,8.7,-21.06,14,Europe,4772.7,713.22,0
17.88,2,5.72,129.54,-7.85,Low,5.72,-3568.77,-16495.23,-241.7,5.44,-24.94,4,Rest,5125.98,663.39,688.71
16.26,4,0.02,139.68,-3.96,Medium,1.42,-2681.01,-12799.39,-125.64,8.92,-22.74,10,Rest,3586.29,718.59,1199.99
2.07,3,0.52,180.75,-7.71,Very low,4.92,-4009.14,-14432.45,-154.46,10.22,-24.74,4,Rest,5184.15,845.22,0
5.31,4,0.94,213.9,-2.82,Very high,3.41,-2414.76,-10122.23,-243.62,6.35,-35.4,14,Rest,5738.7,578.13,1489.92
34.41,2,0.06,135.09,-0.2,High,1.62,-2389.98,-19738.99,-195.4,9.95,-27.48,10,UK,4415.25,574.83,2840.93
